title,origin,year,decision,criterio,motivo,decision_final,resolucion
Stock profiling using time–frequency-varying systematic risk measure,Scopus + WoS,2023,EXCLUDE,E6,"Modelo cuantitativo de riesgo sistematico variable en tiempo-frecuencia (CAPM) para perfilar acciones; el 'risk profile' es de la accion, no del inversionista.",EXCLUDE,
Loss Aversion Robust Optimization Model Under Distribution and Mean Return Ambiguity,Scopus + WoS,2023,INCLUDE,"I1,I2,I3,I4",Modelo robusto de optimizacion de portafolio con aversion a la perdida y aversion a la ambiguedad para inversionistas conductuales.,INCLUDE,
Relative Growth Rate Optimization Under Behavioral Criterion,Scopus only,2023,INCLUDE,"I1,I2,I3,I4",Optimiza la tasa de crecimiento relativa bajo criterio conductual con teoria de las perspectivas y tolerancia al riesgo del inversionista.,INCLUDE,
Forecasting sovereign risk perception of Brazilian bonds: an evaluation of machine learning prediction accuracy,Scopus + WoS,2023,EXCLUDE,E6,"El 'riesgo soberano' aquí es la calificación de agencias crediticias predicha con ML, no un constructo conductual del inversionista individual.",EXCLUDE,
Do investment fund managers behave rationally in the light of central bank communication? Survey evidence from Poland,Scopus + WoS,2023,UNCERTAIN,AMBIGUO,"La población son gestores de fondos como inversionistas institucionales/profesionales, no queda claro si califican como 'inversionistas en general' bajo I1 o como población institucional excluida.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Optimal investment problem under behavioral setting: A Lagrange duality perspective,Scopus + WoS,2023,INCLUDE,"I1,I2,I3,I4",Modelo teórico de inversión óptima que incorpora teoría de las perspectivas y aversión a la pérdida en la decisión de inversión en activos financieros.,INCLUDE,
Market Efficiency and Stock Investment Loss Aversion Guide During COVID-19 Pandemic Events: The Case for Applying Data Mining,Scopus + WoS,2023,EXCLUDE,E6,"'Loss aversion' se usa como etiqueta de control de riesgo en un modelo de selección de acciones con árboles de decisión, sin medir el sesgo conductual del inversionista.",EXCLUDE,
Improving risk classification and ratemaking using mixture-of-experts models with random effects,Scopus only,2023,EXCLUDE,E5,"Es un modelo actuarial de ratemaking y clasificación de riesgo de pólizas de seguros, sin relación con comportamiento de inversión.",EXCLUDE,
Biased risk perceptions: Evidence from the laboratory and financial markets,Scopus + WoS,2023,INCLUDE,"I1,I2,I3,I4",Evidencia experimental y de mercado sobre el sesgo de percepción de riesgo (volatilidad) de inversionistas en activos financieros.,INCLUDE,
Driving Millennials To Be Investors: The Case Of Investment Decision Performance In Indonesian Capital Market,Scopus + WoS,2023,INCLUDE,"I1,I2,I3,I4",Estudia tolerancia al riesgo y decisiones de inversión riesgosas de inversionistas millennials individuales en el mercado de capitales indonesio.,INCLUDE,
A K-Means Classification and Entropy Pooling Portfolio Strategy for Small and Large Capitalization Cryptocurrencies,Scopus + WoS,2023,EXCLUDE,E6,Es una estrategia cuantitativa de optimización de portafolio de criptoactivos; la tolerancia al riesgo del inversionista se menciona solo tangencialmente.,EXCLUDE,
Influence of bull and bear market phase on financial risk tolerance of urban individual investors in an emerging economy,Scopus + WoS,2023,INCLUDE,"I1,I2,I3,I4",Analiza la tolerancia al riesgo financiero de inversionistas individuales urbanos según fases de mercado alcista/bajista.,INCLUDE,
Behavioral biases of investors in the cryptocurrency market,Scopus only,2023,INCLUDE,"I1,I2,I3,I4","Examina heurísticas, efecto manada y tolerancia al riesgo como mediador en decisiones de inversionistas individuales en criptoactivos.",INCLUDE,
"11th International Seminar on New Paradigm and Innovation on Natural Sciences and Its Application, ISNPINSA 2021: Developing Science and Technology Toward the New Normal Era",Scopus only,2023,EXCLUDE,E7,Es una tabla de contenidos de actas de conferencia multidisciplinaria sin contenido propio sustantivo sobre riesgo conductual de inversionistas.,EXCLUDE,
A data-driven approach to estimating post-discovery parameters of unexplored oilfields,Scopus only,2023,EXCLUDE,E6,"Trata sobre estimación técnica de parámetros de yacimientos petroleros para inversionistas, no sobre riesgo conductual ni activos financieros (I4).",EXCLUDE,
Modeling damage accumulation during ground-motion sequences for portfolio seismic loss assessments,Scopus only,2023,EXCLUDE,E1,"Es ingeniería sísmica/estructural de evaluación de pérdidas de portafolios de edificaciones, sin relación con perfiles conductuales de inversionistas.",EXCLUDE,
Examining the Effect of Fear on Investment Decisions and Interpreting It with Psychological Factors: A Research on Türkiye | Korkunun Yatırım Kararları Üzerindeki Etkisinin İncelenmesi ve Psikolojik Faktörler ile Yorumlanması: Türkiye Üzerine Bir Araştırma,Scopus only,2023,INCLUDE,"I1,I2,I3,I4","Estudia el efecto del miedo, aversión a la pérdida, herding y anclaje sobre las decisiones de inversión en instrumentos financieros.",INCLUDE,
What compliance commitments tell us about U.S. banks?,Scopus only,2023,EXCLUDE,E4,"Analiza el perfil de riesgo regulatorio/institucional de bancos como firmas, sin ángulo de comportamiento del inversionista individual.",EXCLUDE,
Selection of Retirement Saving Plan for a Private-sector Employee in Pakistan,Scopus + WoS,2023,EXCLUDE,E6,"Es un caso de negocio descriptivo sobre selección de plan de pensión, sin examinar ningún constructo de riesgo conductual del inversionista.",EXCLUDE,
Impact of Availability and Loss Aversion Bias on Investment Decision Making of Individual Investors in Tamil Nadu,Scopus only,2023,INCLUDE,"I1,I2,I3,I4",Analiza el sesgo de disponibilidad y aversión a la pérdida en la decisión de inversión de inversionistas individuales en Tamil Nadu.,INCLUDE,
Exploring the Gaussian investor sentiment process,Scopus only,2023,INCLUDE,"I1,I2,I3,I4",Modela el sentimiento del inversionista bajo teoría de las perspectivas y heurísticas de disponibilidad y aversión a la pérdida en mercados accionarios.,INCLUDE,
Needs for Portfolio Risk Assessment of Aging Dams in the United States,Scopus only,2023,EXCLUDE,E1,"Es evaluación de riesgo de infraestructura física (presas), sin relación con perfiles conductuales de inversionistas.",EXCLUDE,
Risk Factor Disclosures in the US Airline Industry Following the COVID-19 Pandemic,Scopus + WoS,2023,EXCLUDE,E4,"Analiza la divulgación de riesgo corporativo de aerolíneas en reportes financieros, sin ángulo de comportamiento del inversionista individual.",EXCLUDE,
Sustainable development of the green bond markets in India: Challenges and strategies,Scopus + WoS,2023,EXCLUDE,E6,"El 'perfilamiento de riesgo' se refiere a falta de claridad regulatoria del mercado de bonos verdes, no a un constructo conductual del inversionista.",EXCLUDE,
Effects of Investment Experience on the Stock Investment Task: The Mediating Role of Risk Perception,Scopus + WoS,2023,INCLUDE,"I1,I2,I3,I4",Experimento de laboratorio sobre percepción de riesgo como mediador entre experiencia previa y comportamiento de inversión de inversionistas novatos.,INCLUDE,
Risk Preference Elicitation and Financial Advice Taking,Scopus + WoS,2023,INCLUDE,"I1,I2,I3,I4",Compara métodos de elicitación de preferencias/perfil de riesgo del inversionista y su efecto en la aceptación de asesoría financiera.,INCLUDE,
CLASSIFICATION OF REAL ESTATE INVESTMENT AREAS UNDER THE CRITERIA OF THE RISK-RETURN RATIO AND THE INVESTOR'S RISK PROFILE | CLASIFICACIÓN DE ZONAS DE INVERSIÓN INMOBILIARIA BAJO EL CRITERIO DE LA RELACIÓN RENTABILIDAD-RIESGO Y EL PERFIL DEL RIESGO DEL INVERSOR,Scopus only,2023,UNCERTAIN,AMBIGUO,"Mezcla dominio inmobiliario (activo físico) con perfil de riesgo conductual del inversionista de forma explícita, sin claridad de si el enfoque principal es la inversión financiera (caso ejemplo de la sección UNCERTAIN).",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
"China’s Circular Economy Toward Environmental, Social, and Governance",Scopus only,2023,EXCLUDE,E6,"Trata sobre economía circular y ESG a nivel de política gubernamental/empresarial, no sobre un constructo de riesgo conductual del inversionista.",EXCLUDE,
Perception on Investing in Stocks with ESG Relevance: A Descriptive View on Influence of Key Demographic Variables and Risk Profiling of Investors,Scopus only,2023,INCLUDE,"I1,I2,I3,I4",Analiza la tolerancia al riesgo y variables demográficas en el perfilamiento de inversionistas individuales que invierten en acciones ESG.,INCLUDE,
Behavioral finance factors and investment decisions: A mediating role of risk perception,Scopus + WoS,2023,INCLUDE,"I1,I2,I3,I4","Examina herding, efecto disposición y exceso de confianza mediados por percepción de riesgo en decisiones de inversionistas individuales saudíes.",INCLUDE,
The Behavioural Pattern of Investment in the Financial Market: A Study of the Individual Investors,Scopus + WoS,2023,INCLUDE,"I1,I2,I3,I4","Estudia determinantes conductuales (sesgo cognitivo, percepción de riesgo, exceso de confianza) de la decisión de inversión de inversionistas individuales.",INCLUDE,
Does Cognitive Bias and Risk Perception Impact Investment Decision? Women Investors’ Perspective,Scopus only,2023,INCLUDE,"I1,I2,I3,I4","Analiza contabilidad mental, anclaje y percepción de riesgo en decisiones de inversión de mujeres inversionistas individuales.",INCLUDE,
The Factors Influencing Investor’s Decision towards Invest in Equity Shares in Tumkur District,Scopus only,2023,INCLUDE,"I1,I2,I3,I4",Usa la tolerancia al riesgo como variable interviniente en la decisión de inversión en acciones de inversionistas individuales.,INCLUDE,
Behavioral biases affecting investment decisions of capital market investors in Bangladesh: A behavioral finance approach,Scopus only,2023,INCLUDE,"I1,I2,I3,I4","Identifica sesgos conductuales (aversión a la pérdida, exceso de confianza, herding) en decisiones de inversión de inversionistas individuales.",INCLUDE,
Risk tolerance as mediating factor in individual financial investment decisions: a developing-country study,Scopus only,2023,INCLUDE,"I1,I2,I3,I4","Estudia la tolerancia al riesgo como mediador entre literacidad financiera, personalidad, exceso de confianza y decisión de inversión individual.",INCLUDE,
The Analysis Level of Optimism that Influence Investor’s Risk Tolerance in Asset Allocation | Analisis Tahap Optimisme yang Mempengaruhi Toleransi Risiko Pelabur dalam Peruntukan Saham,Scopus only,2023,INCLUDE,"I1,I2,I3,I4",Propone un modelo que combina tolerancia al riesgo y optimismo del inversionista para la asignación de activos accionarios.,INCLUDE,
"Investigating the Antecedents of Investment Intention and the Mediating Effect of Investment Self-efficacy among Young Adults in Shandong, China",Scopus only,2023,INCLUDE,"I1,I2,I3,I4",Examina la autoeficacia de inversión y percepción de riesgo como mediadores de la intención de inversión financiera en jóvenes.,INCLUDE,
Demography of Investors and Behavioral Biases - An Empirical Study,Scopus only,2023,INCLUDE,"I1,I2,I3,I4","Analiza anclaje, contabilidad mental, exceso de confianza, herding y aversión a la pérdida en inversionistas minoristas.",INCLUDE,
Harnessing Behavioral Traits to Enhance Financial Stock Recommender Systems: Tackling the User Cold Start Problem,Scopus only,2023,INCLUDE,"I1,I2,I3,I4",Incorpora rasgos conductuales y tolerancia al riesgo de inversionistas individuales en un sistema de recomendación de acciones.,INCLUDE,
Financial Literacy and Heuristic Driven Biases: The Role of Risk Perception,Scopus + WoS,2023,INCLUDE,"I1,I2,I3,I4","Examina sesgos heurísticos (exceso de confianza, anclaje) y percepción de riesgo de inversionistas individuales en India.",INCLUDE,
AN EMPIRICAL INVESTIGATION ON INVESTOR PSYCHOLOGICAL BIASES,Scopus only,2023,INCLUDE,"I1,I2,I3,I4","Estudia exceso de confianza, aversión a la pérdida y anclaje en decisiones financieras de inversionistas jordanos.",INCLUDE,
Disposition Effect: Brazilian Investors' Behavior during the Covid-19 Pandemic,Scopus only,2023,INCLUDE,"I1,I2,I3,I4",Analiza el efecto disposición en el comportamiento de trading de inversionistas brasileños durante la pandemia.,INCLUDE,
Predicting the financial behavior of Indian salaried-class individuals,Scopus only,2023,INCLUDE,"I1,I2,I3,I4","Examina conservadurismo, herding y autoeficacia financiera de inversionistas asalariados individuales.",INCLUDE,
Investor Behavior during Periods of Crises: The Chinese Funds Market during the 2020 Pandemic,Scopus only,2023,INCLUDE,"I1,I2,I3,I4","Analiza aversión al riesgo, heurísticas, prospecto y herding en el comportamiento de inversionistas de fondos durante la pandemia.",INCLUDE,
Is the investor's reliance on cognition and emotional regulation predict preference for selecting value versus growth stocks?,Scopus + WoS,2023,INCLUDE,"I1,I2,I3,I4",Examina la regulación emocional y el estilo cognitivo del inversionista en la selección de acciones de valor versus crecimiento.,INCLUDE,
Big Five Personality Traits and Financial Literacy: Effect on Risk Tolerance of Filipino Investors from Higher Education Institutions in Metro Manila,Scopus only,2023,INCLUDE,"I1,I2,I3,I4",Analiza el efecto de rasgos de personalidad y literacidad financiera sobre la tolerancia al riesgo de inversionistas filipinos.,INCLUDE,
An Application of the IFM Method for the Risk Assessment of Financial Instruments,Scopus + WoS,2023,EXCLUDE,E6,"Es un método cuantitativo (IFM, GARCH, cópulas) de predicción de VaR de instrumentos financieros, sin examinar un constructo conductual del inversionista.",EXCLUDE,
The Role of Asset Ownership in PSS Theory: An Insight from Expert Interviews,Scopus only,2023,EXCLUDE,E6,"Trata sobre sistemas producto-servicio (servitización) y propiedad de activos industriales, no sobre riesgo conductual de inversionistas.",EXCLUDE,
The EU Taxonomy's (Potential) Effects on the Banking Sector and Bank Lending to Firms,Scopus only,2022,EXCLUDE,E4,"Analiza el perfil de riesgo ESG de firmas y el crédito bancario corporativo, sin ángulo conductual del inversionista individual.",EXCLUDE,
Measuring the gap between elicited and revealed risk for investors: An empirical study,Scopus only,2022,INCLUDE,"I1,I2,I3,I4",Compara el riesgo elicitado y revelado (tolerancia al riesgo) de clientes inversionistas frente a su asignación real de portafolio.,INCLUDE,
Unsupervised machine learning to reveal South African risk behaviour archetypes in the domain of discretionary investment decisions,Scopus + WoS,2022,INCLUDE,"I1,I2,I3,I4","Identifica arquetipos de comportamiento de riesgo (aversión a la pérdida, búsqueda de riesgo) en decisiones discrecionales de inversión individual.",INCLUDE,
The Influence of Social and Personal Factors in Individual Investment Decision Making,Scopus + WoS,2022,INCLUDE,"I1,I2,I3,I4","Examina tolerancia al riesgo, literacidad financiera y percepción de riesgo social en la decisión de inversión de mujeres individuales.",INCLUDE,
Behavioural Bias: Does it Affect an Investor's Rationality?,Scopus only,2022,INCLUDE,"I1,I2,I3,I4","Analiza aversión a la pérdida, statu quo y sesgo de optimismo en la decisión de inversión de inversionistas individuales indios.",INCLUDE,
A Multimodal Affective Sensing Model for Constructing a Personality-Based Financial Advisor System,Scopus + WoS,2022,INCLUDE,"I1,I2,I3,I4",Relaciona rasgos de personalidad con la tolerancia al riesgo del inversionista para un sistema de asesoría financiera.,INCLUDE,
Does the Adaptive Market Hypothesis Reconcile the Behavioral Finance and the Efficient Market Hypothesis?,Scopus + WoS,2022,INCLUDE,"I1,I2,I3,I4",Usa el comportamiento miope frente a pérdidas (aversión a la pérdida) de inversionistas como proxy de comportamiento adaptativo de mercado.,INCLUDE,
Artificial humanity: Smart tooling to implement the human touch in digital investing,Scopus only,2022,UNCERTAIN,AMBIGUO,"El abstract es genérico sobre digitalización de servicios de inversión y comprensión del comportamiento humano, sin evidencia sustantiva sobre un constructo específico de riesgo conductual.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
"Disposition bias among Borsa Istanbul investors: What do we know about type, size and trading frequency?",Scopus + WoS,2022,INCLUDE,"I1,I2,I3,I4","Analiza el sesgo de disposición según tipo, tamaño y frecuencia de trading de inversionistas de la bolsa de Estambul.",INCLUDE,
Do Investor Overconfidence and Loss Aversion Drive Saudi Firm Market Performance? The Moderating Effect of Corporate Governance,Scopus + WoS,2022,INCLUDE,"I1,I2,I3,I4",Examina el exceso de confianza y la aversión a la pérdida de los inversionistas como sesgos que afectan el valor de mercado de firmas saudíes.,INCLUDE,
Investor Segments by Perceived Project Risk and Their Characteristics Based on Primary Research Results,Scopus only,2022,UNCERTAIN,AMBIGUO,"No queda claro si los 'proyectos de inversión' analizados corresponden a activos financieros o a proyectos físicos/de desarrollo, pese al enfoque conductual de percepción de riesgo.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Are Firms Biasing Stakeholder Expectations by Attributing Prior Poor Performance to COVID-19?,Scopus only,2022,EXCLUDE,E4,"Analiza la divulgación corporativa de factores de riesgo en reportes SEC de firmas, sin ángulo conductual del inversionista individual.",EXCLUDE,
Behavioural biases affecting investors’ decision-making process: a scale development approach,Scopus + WoS,2022,INCLUDE,"I1,I2,I3,I4","Desarrolla una escala multidimensional de sesgos conductuales (disponibilidad, herding, anclaje, aversión a la pérdida) de inversionistas individuales en acciones.",INCLUDE,
Do sustainable institutional investors contribute to firms’ environmental performance? Empirical evidence from Europe,Scopus + WoS,2022,EXCLUDE,E4,"Analiza el efecto de la propiedad institucional sostenible sobre el desempeño ambiental corporativo, sin ángulo conductual del inversionista individual.",EXCLUDE,
"Carbon market and the conventional and Islamic equity markets: Where lays the environmental cleanliness of their utilities, energy, and ESG sectoral stocks?",Scopus only,2022,EXCLUDE,E6,"Es un análisis cuantitativo de dependencia entre mercado de carbono y retornos sectoriales, sin constructo conductual del inversionista.",EXCLUDE,
Do sociodemographic factors have influence on risk tolerance level of stock market investors? An analysis from a developing country perspective,Scopus + WoS,2022,INCLUDE,"I1,I2,I3,I4",Analiza factores sociodemográficos que influyen en el nivel de tolerancia al riesgo de inversionistas minoristas del mercado accionario.,INCLUDE,
Moderating Role of Information Asymmetry Between Cognitive Biases and Investment Decisions: A Mediating Effect of Risk Perception,Scopus + WoS,2022,UNCERTAIN,AMBIGUO,"Mezcla dominio inmobiliario (inversionistas de bienes raíces) con sesgos cognitivos y percepción de riesgo explícitos, sin claridad de si es literatura de activos financieros.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Examining Risk Absorption Capacity as a Mediating Factor in the Relationship between Cognition and Neuroplasticity in Investors in Investment Decision Making,Scopus + WoS,2022,INCLUDE,"I1,I2,I3,I4",Examina la capacidad de absorción de riesgo y la cognición de inversionistas minoristas individuales en su decisión de invertir en el mercado accionario.,INCLUDE,
Dividend announcement effect analysis before and during the COVID-19 pandemic in the Indonesia Stock Exchange,Scopus only,2022,EXCLUDE,E6,Es un estudio de eventos sobre volatilidad de mercado ante anuncios de dividendos; el 'perfilamiento de riesgo' aparece solo tangencialmente.,EXCLUDE,
Overconfidence heuristic-driven bias in investment decision-making and performance: mediating effects of risk perception and moderating effects of financial literacy,Scopus + WoS,2022,INCLUDE,"I1,I2,I3,I4",Examina el exceso de confianza y la percepción de riesgo como mediadores de la decisión de inversión de inversionistas individuales paquistaníes.,INCLUDE,
Impacts on catastrophe risk assessments from multi-segment and multi-fault ruptures in the UCERF3 model,Scopus only,2022,EXCLUDE,E1,"Es un modelo sismológico/de ingeniería de riesgo catastrófico de portafolios de edificaciones, sin relación con perfiles conductuales de inversionistas.",EXCLUDE,
What makes risk-averse investors tick? A practitioners guide,Scopus + WoS,2022,INCLUDE,"I1,I2,I3,I4",Propone un modelo para perfilar la tolerancia al riesgo de inversionistas individuales aversos al riesgo.,INCLUDE,
Energy efficiency finance and Multiple Benefits - two sides of the same coin,Scopus only,2022,EXCLUDE,E6,"Trata sobre financiamiento y beneficios múltiples de eficiencia energética a nivel institucional/de políticas, sin constructo conductual del inversionista individual.",EXCLUDE,
History matters: How short-term price charts hurt investment performance,Scopus + WoS,2022,INCLUDE,"I1,I2,I3,I4",Experimento controlado con inversionistas minoristas sobre cómo el marco temporal de gráficos de precios afecta su comportamiento de trading y toma de riesgo.,INCLUDE,
Behavioral Biases and the Decision-Making in Entrepreneurs and Managers | Vieses Comportamentais e a Tomada de Decisão em Empreendedores e Gestores,Scopus only,2022,EXCLUDE,E4,"Los sesgos conductuales se estudian en emprendedores/gerentes que invierten en activos reales dentro de sus organizaciones, un contexto corporativo, no de inversionistas individuales en mercados financieros.",EXCLUDE,
Discriminants of risk tolerance among Indian investors: a dichotomous discriminant approach,Scopus + WoS,2023,INCLUDE,"I1,I2,I3,I4","El estudio identifica discriminantes de la tolerancia al riesgo financiero en inversionistas individuales indios mediante analisis discriminante, cumpliendo poblacion, constructo conductual y marco de clasificacion.",INCLUDE,
Donald Duck: a narrative that embeds behavioral finance?,Scopus + WoS,2022,EXCLUDE,E6,"El articulo analiza sesgos de finanzas conductuales en narrativas de comics (Donald Duck), sin poblacion real de inversionistas ni evidencia empirica/teorica sobre inversion financiera.",EXCLUDE,
Stock Market Investment Behavior Based on Behavioral Finance Based on Data Fusion Algorithm,Scopus only,2022,INCLUDE,"I1,I2,I3,I4","Examina el comportamiento de inversion de inversionistas individuales en el mercado bursatil desde la optica de las finanzas conductuales, con sesgos psicologicos de percepcion de riesgo.",INCLUDE,
Portfolio Optimization by Asset Allocation,Scopus only,2022,UNCERTAIN,AMBIGUO,"Es una revision general de teoria de asignacion de activos y construccion de portafolios que menciona tangencialmente la tolerancia al riesgo, sin evidencia sustantiva centrada en el constructo conductual.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Behavioral Heterogeneity in the Stock Market Revisited: What Factors Drive Investors as Fundamentalists or Chartists?,Scopus + WoS,2022,INCLUDE,"I1,I2,I3,I4",Estudia la heterogeneidad conductual de inversionistas bursatiles (fundamentalistas vs. chartistas) y el horizonte de inversion como determinante conductual explicito.,INCLUDE,
Influence of COVID-induced fear on sovereign bond yield,Scopus + WoS,2022,EXCLUDE,E6,"El estudio analiza el efecto del miedo por COVID-19 en la percepcion de riesgo pais y el rendimiento de bonos soberanos a nivel macro, sin abordar el perfil conductual de inversionistas individuales.",EXCLUDE,
OPTIMAL MANAGEMENT OF OFFSHORE WIND ASSETS AT DIFFERENT STAGES OF LIFE EXTENSION ACCOUNTING FOR UNCERTAINTY PROPAGATION,Scopus only,2022,EXCLUDE,E2,"Trata sobre gestion optima de activos fisicos de parques eolicos offshore mediante teoria de portafolio, sin angulo conductual del inversionista.",EXCLUDE,
Computer Vision Based Industrial and Forest Fire Detection Using Support Vector Machine (SVM),Scopus only,2022,EXCLUDE,E6,"El articulo trata sobre deteccion de incendios mediante vision por computador, sin relacion alguna con inversionistas ni riesgo conductual.",EXCLUDE,
"Multiscale spillovers and connectedness between gold, copper, oil, wheat and currency markets",Scopus only,2021,EXCLUDE,E6,"Analiza el contagio de volatilidad y retorno entre mercados de commodities y divisas, sin abordar el perfil conductual del inversionista individual.",EXCLUDE,
Machine-learning based vulnerability analysis of existing buildings,Scopus only,2021,EXCLUDE,E1,"Presenta un marco de aprendizaje automatico para el analisis de vulnerabilidad sismica de edificios existentes, un riesgo de infraestructura fisica sin relacion con perfiles conductuales de inversionistas.",EXCLUDE,
Artificial intelligence in financial services: a qualitative research to discover robo-advisory services,Scopus + WoS,2021,INCLUDE,"I1,I2,I3,I4",Explora la percepcion y sesgos conductuales de inversionistas individuales indios frente a los robo-advisors y el perfilamiento de riesgo.,INCLUDE,
Examining drivers and deterrents of individuals’ investment intentions: a qualitative multistage analysis,Scopus + WoS,2021,INCLUDE,"I1,I2,I3,I4","Identifica impulsores y disuasores conductuales (autoeficacia financiera, entre otros) de la intencion de inversion de inversionistas minoristas, proponiendo una clasificacion conductual.",INCLUDE,
Why retail investors traded equity during the pandemic? An application of artificial neural networks to examine behavioral biases,Scopus + WoS,2021,INCLUDE,"I1,I2,I3,I4","Examina el efecto de ocho sesgos conductuales (exceso de confianza, aversion a la perdida, efecto manada, etc.) en la actividad de trading de inversionistas minoristas durante la pandemia.",INCLUDE,
Cognitive biases on the iran stock exchange: Unsupervised learning approach to examining feature bundles in investors’ portfolios,Scopus + WoS,2021,INCLUDE,"I1,I2,I3,I4","Analiza el agrupamiento de sesgos cognitivos en inversionistas de la bolsa de Iran mediante aprendizaje no supervisado, generando perfiles conductuales de inversionistas.",INCLUDE,
Maximum drawdown distributions: The cross-asset dimension,Scopus + WoS,2021,EXCLUDE,E6,"El articulo desarrolla una medida cuantitativa de drawdown maximo para el perfilamiento de riesgo de portafolios, sin abordar ningun constructo conductual del inversionista.",EXCLUDE,
Institutional investor heterogeneity and market price dynamics: Evidence from investment horizon and portfolio concentration,Scopus + WoS,2021,EXCLUDE,E4,"Estudia la heterogeneidad de inversionistas institucionales (horizonte de inversion y concentracion de cartera) y su efecto en la dinamica de precios de mercado, sin angulo conductual del inversionista individual.",EXCLUDE,
Applying risk tolerance and socio-technical dynamics for more realistic energy transition pathways,Scopus only,2021,EXCLUDE,E2,"Aplica un modelo de tolerancia al riesgo a la aceptacion social de la energia nuclear en la transicion energetica, sin relacion con decisiones de inversion financiera individual.",EXCLUDE,
Experimental evidences for prospect theory in Vietnam,Scopus only,2021,INCLUDE,"I1,I2,I3,I4",Aporta evidencia experimental sobre la teoria de las perspectivas y la aversion a la perdida en inversionistas bursatiles de Vietnam.,INCLUDE,
Are mutual fund investors loss averse? Evidence from China,Scopus + WoS,2021,INCLUDE,"I1,I2,I3,I4",Analiza empiricamente la aversion a la perdida en inversionistas de fondos mutuos chinos mediante analisis de supervivencia.,INCLUDE,
NODE: a large‐scale seismic risk prioritization tool for Italy based on nominal structural performance,Scopus only,2021,EXCLUDE,E1,"Desarrolla una herramienta de priorizacion de riesgo sismico a gran escala en Italia, riesgo de infraestructura fisica sin relacion con perfiles conductuales de inversionistas.",EXCLUDE,
Farmers' resource endowment and risk management affect agricultural practices and innovation capacity in the Northwestern uplands of Cambodia,Scopus only,2021,EXCLUDE,E6,"Estudia la gestion de riesgo agricola de agricultores en Camboya, fuera del dominio de inversion en activos financieros y sin constructo conductual de inversionistas.",EXCLUDE,
Framing effects of information on investment risk perception,Scopus only,2021,INCLUDE,"I1,I2,I3,I4",Examina como el encuadre (framing) de la informacion afecta la percepcion de riesgo de inversionistas individuales e institucionales en fondos de inversion.,INCLUDE,
Nonlinear static characterisation of masonry-infilled RC building portfolios accounting for variability of infill properties,Scopus only,2021,EXCLUDE,E1,"Analiza la caracterizacion estatica no lineal de portafolios de edificios de mamposteria frente a riesgo sismico, riesgo de infraestructura fisica sin angulo conductual.",EXCLUDE,
The Compounding Effect of Investors’ Cognition and Risk Absorption Potential on Enhancing the Level of Interest towards Investment in the Domestic Capital Market,Scopus + WoS,2021,INCLUDE,"I1,I2,I3,I4",Estudia el efecto de la cognicion y la capacidad de absorcion de riesgo de inversionistas minoristas indios sobre el interes en la inversion en el mercado de capitales.,INCLUDE,
Pricing Liquidity Risk with Heterogeneous Investment Horizons,Scopus only,2021,UNCERTAIN,AMBIGUO,"Desarrolla un modelo de valoracion de activos con horizontes de inversion heterogeneos como supuesto de segmentacion, sin evidencia conductual explicita sobre el inversionista, resultando marginal.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Robo-advising risk profiling through content analysis for sustainable development in the Hong Kong financial market,Scopus + WoS,2021,INCLUDE,"I1,I2,I3,I4","Realiza perfilamiento de riesgo de inversionistas individuales para robo-advising en Hong Kong mediante analisis de contenido, aportando taxonomia de factores de riesgo.",INCLUDE,
Know Your Clients’ Behaviours: A Cluster Analysis of Financial Transactions,Scopus + WoS,2021,INCLUDE,"I1,I2,I3,I4","Utiliza clustering para identificar comportamientos de inversionistas a partir de datos KYC y transacciones financieras, incluyendo tolerancia al riesgo.",INCLUDE,
